nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
1594155515,2021-08-18,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
1594155515,2021-08-18,Trata,Explotación sexual,Victima directa,,,,Mujer,45,No,,
1594155515,2021-08-18,Trata,Explotación sexual,Victima directa,,,,,55,No,,
3505155515,2021-08-18,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,30,No,,
3505155515,2021-08-18,Trata,Explotación laboral,Acusado,Argentina,,,Mujer,33,No,,
8415155515,2021-08-18,Trata,Oferta laboral engañosa,Victima directa,Brasil,,,Mujer,19,No,,
3535155515,2021-08-19,Trata,Explotación laboral,Victima directa,,,,,0,No,,
3535155515,2021-08-19,Trata,Explotación laboral,Acusado,Argentina,,,Mujer,0,No,,
4535155515,2021-08-19,Trata,Explotación laboral,Acusado,Argentina,,,Mujer,50,No,,
4535155515,2021-08-19,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,60,No,,
4535155515,2021-08-19,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,22,No,,
545155515,2021-08-19,Trata,Posible captación,Victima directa,,,,,30,No,,
5535155515,2021-08-19,Trata,Posible captación,Victima directa,,,,,0,No,,
6535155515,2021-08-19,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,36,No,,
6535155515,2021-08-19,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,36,No,,
4584255515,2021-08-20,Trata,Explotación laboral,Victima directa,Paraguay,Mendoza,Rodeo del Medio,Mujer,35,No,,50
4584255515,2021-08-20,Trata,Explotación laboral,Acusado,,Mendoza,Maipú,Hombre,50,No,,50
5584255515,2021-08-20,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
5584255515,2021-08-20,Trata,Explotación sexual,Victima directa,,,,Mujer,45,No,,
3594255515,2021-08-21,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,,18,No,,
3594255515,2021-08-21,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Hombre,39,No,,
4505255515,2021-08-21,Trata,Explotación laboral,Victima directa,Paraguay,Mendoza,Rodeo del Medio,Mujer,35,No,,50
4505255515,2021-08-21,Trata,Explotación laboral,Acusado,,Mendoza,Maipú,Hombre,50,No,,50
4594255515,2021-08-21,Trata,Explotación sexual,Victima directa,,,,Mujer,38,No,,
6594255515,2021-08-21,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Berazategui,Mujer,30,No,,06
6594255515,2021-08-21,Trata,Persona desaparecida,Victima directa,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Mujer,16,No,,02
6594255515,2021-08-21,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,"Hudson, Buenos Aires",Mujer,50,No,,06
9415255515,2021-08-22,Trata,Posible captación,Victima directa,Argentina,,,Mujer,50,No,,
575255515,2021-08-23,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,27,No,,
6565255515,2021-08-23,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Glew,Mujer,50,No,,06
9455255515,2021-08-23,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,
9455255515,2021-08-23,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
9455255515,2021-08-23,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
1584355515,2021-08-24,Trata,Explotación sexual,Acusado,,,,Transexual,45,No,,
3584355515,2021-08-24,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,54,No,,
3594355515,2021-08-24,Trata,Explotación sexual,Victima directa,,,,Hombre,19,No,,
4575255515,2021-08-24,Trata,Aparición,Victima directa,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Mujer,16,No,,02
4575255515,2021-08-24,Trata,Aparición,Victima indirecta - familiar,,Buenos Aires,"Hudson, Buenos Aires",Mujer,50,No,,06
584355515,2021-08-24,Trata,Explotación laboral,Acusado,Cuba,Buenos Aires,Villa Madero,Hombre,0,No,,06
584355515,2021-08-24,Trata,Explotación laboral,Acusado,Sin descripcion,Buenos Aires,Villa Madero,Mujer,0,No,,06
6575255515,2021-08-24,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,25,No,,
6575255515,2021-08-24,Trata,Explotación laboral,Acusado,Bolivia,,,Mujer,55,No,,
6575255515,2021-08-24,Trata,Explotación laboral,Acusado,,,,Hombre,60,No,,
3525355515,2021-08-25,Trata,Explotación sexual,Acusado,Sin descripcion,,,Mujer,0,No,,
3525355515,2021-08-25,Trata,Explotación sexual,Acusado,Sin descripcion,,,Hombre,0,No,,
525355515,2021-08-25,Trata,Explotación laboral,Victima directa,,,,,0,No,,
525355515,2021-08-25,Trata,Explotación laboral,Acusado,,,,,0,No,,
5515355515,2021-08-25,Trata,Explotación sexual,Victima directa,,,,,20,No,,
2555355515,2021-08-26,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
2555355515,2021-08-26,Trata,Explotación sexual,Victima directa,Paraguay,,,Mujer,25,No,,
2555355515,2021-08-26,Trata,Explotación sexual,Victima directa,,,,Mujer,23,No,,
2555355515,2021-08-26,Trata,Explotación sexual,Victima directa,,,,Mujer,22,No,,
4535355515,2021-08-26,Trata,Explotación laboral,Victima directa,,,,Hombre,30,No,,
4535355515,2021-08-26,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
4535355515,2021-08-26,Trata,Explotación laboral,Acusado,,,,,0,No,,
6535355515,2021-08-26,Trata,Explotación laboral,Victima directa,,,,,0,No,,
9445355515,2021-08-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Sin descripcion,,,Mujer,36,No,,
9445355515,2021-08-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Sin descripcion,,,Hombre,36,No,,
1584455515,2021-08-27,Trata,Explotación laboral,Victima directa,,,,Hombre,30,No,,
2575355515,2021-08-27,Trata,Explotación sexual,Victima directa,,,,,30,No,,
2575355515,2021-08-27,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,
2575355515,2021-08-27,Trata,Explotación sexual,Acusado,,,,Mujer,35,No,,
6594455515,2021-08-27,Trata,Posible captación,Victima indirecta - familiar,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,50,No,,02
6594455515,2021-08-27,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,20,No,,02
6594455515,2021-08-27,Trata,Posible captación,Acusado,,,,Hombre,30,No,,
6594455515,2021-08-27,Trata,Posible captación,Acusado,España,,,Mujer,50,No,,
1515455515,2021-08-28,Trata,Explotación laboral,Victima directa,,,,Hombre,21,No,,
1515455515,2021-08-28,Trata,Explotación laboral,Victima indirecta - familiar,,,,Hombre,30,No,,
4515455515,2021-08-28,Trata,Persona desaparecida,Victima indirecta - familiar,,Tucumán,San Miguel de Tucumán,Mujer,55,No,,90
4515455515,2021-08-28,Trata,Persona desaparecida,Victima directa,,Tucumán,San Miguel de Tucumán,Transexual,26,No,,90
7505455515,2021-08-28,Trata,Posible captación,Victima directa,Argentina,,,Mujer,40,No,,
4535455515,2021-08-29,Trata,Explotación laboral,Victima indirecta - familiar,Argentina,,,Mujer,35,No,,
4535455515,2021-08-29,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,48,No,No,
535455515,2021-08-29,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Buenos Aires,,Mujer,16,No,,06
9435455515,2021-08-29,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Ramos Mejía,Mujer,30,No,,06
3545455515,2021-08-30,Trata,Explotación sexual,Acusado,,San Luis,San Luis,Mujer,22,No,,74
3545455515,2021-08-30,Trata,Explotación sexual,Acusado,,San Luis,San Luis,Mujer,35,No,,74
3545455515,2021-08-30,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
7584555515,2021-08-30,Trata,Persona desaparecida,Victima indirecta - familiar,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,40,No,,02
7584555515,2021-08-30,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,40,No,,
7584555515,2021-08-30,Trata,Persona desaparecida,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,13,No,,02
9445455515,2021-08-30,Trata,Explotación sexual,Acusado,,San Luis,San Luis,Mujer,22,No,,74
9445455515,2021-08-30,Trata,Explotación sexual,Acusado,,San Luis,San Luis,Mujer,35,No,,74
1505555515,2021-08-31,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,35,No,,
1505555515,2021-08-31,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,40,No,,
1594555515,2021-08-31,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,
2505555515,2021-08-31,Trata,Posible captación,Victima indirecta - familiar,,,,Mujer,40,No,,
2505555515,2021-08-31,Trata,Posible captación,Victima directa,Argentina,,,Mujer,20,No,,
594555515,2021-08-31,Trata,Posible captación,Victima indirecta - familiar,,,,,0,No,,
594555515,2021-08-31,Trata,Posible captación,Victima directa,,,,,19,No,,
594555515,2021-08-31,Trata,Posible captación,Acusado,,Buenos Aires,Moreno,,32,No,,06
7594555515,2021-08-31,Trata,Explotación sexual,Acusado,Sin descripcion,,,Hombre,0,No,,
8405555515,2021-08-31,Trata,Posible captación,Victima directa,,,,,19,No,,
9494555515,2021-08-31,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Ramos Mejía,Mujer,30,No,,06
6515555515,2021-09-01,Trata,Explotación laboral,Victima directa,,,,Hombre,21,No,,
7525555515,2021-09-01,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,,0,No,,
7525555515,2021-09-01,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,,0,No,,
3545555515,2021-09-02,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Ramos Mejía,Mujer,30,No,,06
4575555515,2021-09-03,Trata,Posible captación,Victima indirecta - familiar,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,0,No,,02
4575555515,2021-09-03,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,20,No,,02
8484655515,2021-09-03,Trata,Explotación laboral,Victima directa,,,,Mujer,60,No,,
1505655515,2021-09-04,Trata,Reducción a la servidumbre o situaciones análogas,Victima indirecta - familiar,,,,Hombre,50,No,,
3505655515,2021-09-04,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Hombre,50,No,,
4594655515,2021-09-04,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,18,No,,
4594655515,2021-09-04,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,20,No,,
4594655515,2021-09-04,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,20,No,,
5594655515,2021-09-04,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,60,No,,
6594655515,2021-09-04,Trata,Reducción a la servidumbre o situaciones análogas,Victima indirecta - familiar,,,,Hombre,50,No,,
6594655515,2021-09-04,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Hombre,51,No,,
6594655515,2021-09-04,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,26,No,,
2535655515,2021-09-05,Trata,Persona desaparecida,Victima directa,,,,,0,No,,
7515655515,2021-09-05,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Hombre,51,No,,
7515655515,2021-09-05,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,26,No,,
584755515,2021-09-06,Trata,Posible captación,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,20,No,,02
584755515,2021-09-06,Trata,Posible captación,Victima indirecta - familiar,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,40,No,,02
505755515,2021-09-07,Trata,Explotación laboral,Acusado,,,,,0,No,,
1535755515,2021-09-08,Trata,Posible captación,Victima directa,Argentina,,,Mujer,40,No,,
1535755515,2021-09-08,Trata,Posible captación,Acusado,Argentina,,,Hombre,0,No,,
2535755515,2021-09-08,Trata,Posible captación,Victima directa,,,,,60,No,,
2535755515,2021-09-08,Trata,Posible captación,Victima directa,,,,,40,No,,
2535755515,2021-09-08,Trata,Posible captación,Acusado,,,,,0,No,,
5515755515,2021-09-08,Trata,Explotación sexual,Victima directa,,,,,30,No,,
5515755515,2021-09-08,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
5515755515,2021-09-08,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
7515755515,2021-09-08,Trata,Explotación sexual,Victima directa,,,,,22,No,,
4565755515,2021-09-09,Trata,Posible captación,Victima directa,,,,,60,No,,
4565755515,2021-09-09,Trata,Posible captación,Victima indirecta - familiar,,,,,40,No,,
4565755515,2021-09-09,Trata,Posible captación,Acusado,,,,,50,No,,
555755515,2021-09-09,Trata,Explotación laboral,Victima directa,,,,Mujer,26,No,,
555755515,2021-09-09,Trata,Explotación laboral,Acusado,,,,Hombre,51,No,,
555755515,2021-09-09,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,0,No,,
6565755515,2021-09-09,Trata,Traslado de personas,Acusado,,,,Mujer,22,No,,
6565755515,2021-09-09,Trata,Traslado de personas,Acusado,,,,Hombre,30,No,,
9465755515,2021-09-09,Trata,Explotación sexual,Victima directa,,,,,22,No,,
1594846515,2021-09-10,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,General Pacheco,Mujer,19,No,No,06
9484846515,2021-09-10,Trata,Explotación sexual,Victima indirecta - familiar,,,,,0,No,,
9484846515,2021-09-10,Trata,Explotación sexual,Victima directa,,,,,20,No,,
9415846515,2021-09-11,Trata,Oferta laboral engañosa,Victima directa,,Corrientes,Paso de la Patria,Mujer,23,No,,18
9415846515,2021-09-11,Trata,Oferta laboral engañosa,Victima indirecta - familiar,,Corrientes,Paso de la Patria,Mujer,1,No,,18
9415846515,2021-09-11,Trata,Oferta laboral engañosa,Acusado,,Buenos Aires,La Reja,Hombre,57,No,,06
5584946515,2021-09-14,Trata,Explotación sexual,Acusado,,Mendoza,Malargüe,Travesti,48,No,,50
2545946515,2021-09-16,Trata,Explotación sexual,Victima directa,,,,Mujer,20,No,,
3545946515,2021-09-16,Trata,Posible captación,Victima directa,,,,Mujer,21,No,,
1575946515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,,20,No,,
1575946515,2021-09-17,Trata,Explotación laboral,Acusado,,,,,0,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Acusado,Bolivia,,,Hombre,50,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Hombre,43,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Mujer,42,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Hombre,30,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Hombre,35,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Hombre,35,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Hombre,35,No,,
3594056515,2021-09-17,Trata,Explotación laboral,Victima directa,,,,Hombre,39,No,,
7594056515,2021-09-18,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
4525056515,2021-09-19,Trata,Venta de niños y otros delitos,Victima directa,,,,Mujer,38,No,,
4525056515,2021-09-19,Trata,Venta de niños y otros delitos,Acusado,,Buenos Aires,San Justo,Hombre,66,No,,06
5525056515,2021-09-19,Trata,Explotación sexual,Victima directa,Argentina,San Juan,Capital,Hombre,35,No,,70
5525056515,2021-09-19,Trata,Explotación sexual,Acusado,,,,Hombre,60,No,,
6525056515,2021-09-19,Trata,Explotación sexual,Acusado,,,,Mujer,60,No,,
7525056515,2021-09-19,Trata,Explotación sexual,Acusado,,,,Mujer,60,No,,
8435056515,2021-09-19,Trata,Explotación sexual,Acusado,,,,Mujer,55,No,,
3555056515,2021-09-20,Trata,Explotación sexual,Victima directa,,,,Mujer,18,No,,
3555056515,2021-09-20,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
7535056515,2021-09-20,Trata,Explotación laboral,Victima directa,,Buenos Aires,,Mujer,43,No,,06
7535056515,2021-09-20,Trata,Explotación laboral,Acusado,,,,Mujer,45,No,,
8445056515,2021-09-20,Trata,Posible captación,Victima directa,,Misiones,Garupá,Mujer,32,No,,54
8445056515,2021-09-20,Trata,Posible captación,Acusado,,,,Mujer,40,No,,
565056515,2021-09-21,Trata,Posible captación,Victima indirecta - familiar,,,,,0,No,,
565056515,2021-09-21,Trata,Posible captación,Victima directa,,,,,25,No,,
7565056515,2021-09-21,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,Corrientes,Hombre,63,No,,18
9475056515,2021-09-21,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Mujer,50,No,,
6575056515,2021-09-22,Trata,Explotación sexual,Victima indirecta - familiar,,,,,18,No,,
9484156515,2021-09-22,Trata,Explotación sexual,Victima indirecta - familiar,,,,,0,No,,
9484156515,2021-09-22,Trata,Explotación sexual,Victima directa,,,,,27,No,,
9484156515,2021-09-22,Trata,Explotación sexual,Acusado,,,,,26,No,,
9484156515,2021-09-22,Trata,Explotación sexual,Acusado,,,,,0,No,,
4515156515,2021-09-23,Trata,Explotación sexual,Acusado,,Buenos Aires,Berazategui Oeste,,43,No,,06
515156515,2021-09-23,Trata,Explotación sexual,Acusado,Sin descripcion,Buenos Aires,Colón,Hombre,0,No,,06
5594156515,2021-09-23,Trata,Explotación laboral,Victima directa,,,,Hombre,34,No,,
7594156515,2021-09-23,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,42,No,,
7594156515,2021-09-23,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,18,No,,
7594156515,2021-09-23,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,19,No,,
9405156515,2021-09-23,Trata,Explotación laboral,Victima directa,,,,,0,No,,
9405156515,2021-09-23,Trata,Explotación laboral,Victima directa,,,,Hombre,0,No,,
9405156515,2021-09-23,Trata,Explotación laboral,Victima directa,,,,,0,No,,
9405156515,2021-09-23,Trata,Explotación laboral,Acusado,,,,,0,No,,
6535156515,2021-09-24,Trata,Explotación laboral,Acusado,,,,,65,No,,
6535156515,2021-09-24,Trata,Explotación laboral,Acusado,,,,,0,No,,
6535156515,2021-09-24,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
1575156515,2021-09-25,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,
565156515,2021-09-25,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,
565156515,2021-09-25,Trata,Explotación laboral,Acusado,,,,Mujer,50,No,,
9465156515,2021-09-25,Trata,Explotación laboral,Acusado,,,,Mujer,50,No,,
5584256515,2021-09-26,Trata,Explotación sexual,Victima directa,Argentina,Formosa,Formosa,Mujer,35,No,,34
5584256515,2021-09-26,Trata,Explotación sexual,Acusado,Argentina,Formosa,Formosa,Mujer,0,No,,34
5584256515,2021-09-26,Trata,Explotación sexual,Acusado,,Formosa,Formosa,Hombre,34,No,,34
1525256515,2021-09-27,Trata,Explotación laboral,Acusado,,,,Mujer,50,No,,
1525256515,2021-09-27,Trata,Explotación laboral,Acusado,,,,Mujer,25,No,,
4515256515,2021-09-27,Trata,Explotación sexual,Victima directa,,Buenos Aires,Ranelagh,Mujer,23,No,,06
4515256515,2021-09-27,Trata,Explotación sexual,Acusado,,Buenos Aires,Berazategui,Mujer,40,No,,06
3535256515,2021-09-28,Trata,Explotación laboral,Victima directa,,,,,0,No,,
6535256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,,,,0,No,,
6535256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,,0,No,,
6535256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,,31,No,,
6535256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,,3,No,,
6535256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,,6,No,,
6535256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,,9,No,,
9445256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,,22,No,,
9445256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,42,No,,
9445256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,,,Hombre,15,No,,
9445256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,60,No,,
9445256515,2021-09-28,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,35,No,,
3565256515,2021-09-29,Trata,Explotación sexual,Acusado,,Jujuy,San Salvador de Jujuy,,0,No,,38
3565256515,2021-09-29,Trata,Explotación sexual,Victima directa,,,,,27,No,,
3565256515,2021-09-29,Trata,Explotación sexual,Victima indirecta - familiar,,,,,7,No,,
3565256515,2021-09-29,Trata,Explotación sexual,Victima indirecta - familiar,,,,,2,No,,
575256515,2021-09-29,Trata,Explotación sexual,Victima directa,,,,,27,No,,
575256515,2021-09-29,Trata,Explotación sexual,Victima indirecta - familiar,Argentina,,,Mujer,29,No,,
575256515,2021-09-29,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,
6565256515,2021-09-29,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,25,No,,
9494356515,2021-09-30,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,,14,No,,
9494356515,2021-09-30,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,,,,0,No,,
8415356515,2021-10-01,Trata,Persona desaparecida,Victima indirecta - familiar,,,,,0,No,,
8415356515,2021-10-01,Trata,Persona desaparecida,Acusado,,,,,26,No,,
8415356515,2021-10-01,Trata,Persona desaparecida,Victima directa,,,,,16,No,,
1565356515,2021-10-02,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,
2565356515,2021-10-02,Trata,Explotación laboral,Victima directa,,,,Hombre,28,No,,
3565356515,2021-10-02,Trata,Persona desaparecida,Victima directa,,,,Mujer,18,No,,
6555356515,2021-10-02,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,
1555456515,2021-10-05,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,65,No,,
3555456515,2021-10-05,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,33,No,,
3555456515,2021-10-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Córdoba,Río Cuarto,Hombre,37,No,,14
9455456515,2021-10-05,Trata,Explotación sexual,Victima directa,,,,,0,No,,
3584556515,2021-10-07,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
3584556515,2021-10-07,Trata,Explotación sexual,Victima directa,,,,,30,No,,
4584556515,2021-10-07,Trata,Explotación laboral,Acusado,,,,,40,No,,
8405556515,2021-10-07,Trata,Explotación sexual,Victima directa,,,,Mujer,0,No,,
1545556515,2021-10-08,Trata,Posible captación,Victima directa,,Misiones,Garupá,Mujer,30,No,,54
1545556515,2021-10-08,Trata,Posible captación,Acusado,,,,Mujer,0,No,,
2525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,60,No,,
2525556515,2021-10-08,Trata,Explotación laboral,Victima directa,Chile,,,Hombre,67,No,,
3525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
3525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,
4525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
4525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,52,No,,
4525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,18,No,,
4525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,20,No,,
4525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,62,No,,
525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,
5565556515,2021-10-10,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,57,No,,
2594656515,2021-10-11,Trata,Venta de estupefacientes,Acusado,,,,,0,No,,
2594656515,2021-10-11,Trata,Venta de estupefacientes,Acusado,,,,,0,No,,
2594656515,2021-10-11,Trata,Venta de estupefacientes,Acusado,,,,,0,No,,
505656515,2021-10-11,Trata,Privacion de libertad,Acusado,,,,Mujer,50,No,,
5594656515,2021-10-11,Trata,Explotación laboral,Victima directa,,Buenos Aires,Tandil,Hombre,26,No,,06
5594656515,2021-10-11,Trata,Explotación laboral,Acusado,,Buenos Aires,Tandil,Hombre,40,No,,06
5594656515,2021-10-11,Trata,Explotación laboral,Acusado,,Buenos Aires,Tandil,Mujer,40,No,,06
6575556515,2021-10-11,Trata,Traslado de personas,Victima indirecta - familiar,Argentina,,,Hombre,17,No,,
6594656515,2021-10-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Glew,Mujer,40,No,,06
6594656515,2021-10-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,40,No,,
8484656515,2021-10-11,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,
2505656515,2021-10-12,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,,0,No,,
2515656515,2021-10-12,Trata,Persona desaparecida,Victima directa,,,,Mujer,15,No,,
4505656515,2021-10-12,Trata,Privación de la libertad,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,0,No,,02
4505656515,2021-10-12,Trata,Privación de la libertad,Acusado,,,,Mujer,0,No,,
4505656515,2021-10-12,Trata,Privación de la libertad,Acusado,,,,Mujer,0,No,,
4525656515,2021-10-13,Trata,Persona desaparecida,Victima directa,,Río Negro,El Bolsón,,0,No,,62
4525656515,2021-10-13,Trata,Persona desaparecida,Victima indirecta - familiar,,,,,1,No,,
6525656515,2021-10-13,Trata,Persona desaparecida,Victima directa,,Río Negro,El Bolsón,,0,No,,62
2584756515,2021-10-15,Trata,911,Victima directa,,Corrientes,Corrientes,Mujer,40,No,,18
3584756515,2021-10-15,Trata,Explotación laboral,Victima indirecta - familiar,,,,Mujer,35,No,,
8475656515,2021-10-15,Trata,Explotación laboral,Victima directa,,,,,21,No,,
1515756515,2021-10-16,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
1545756515,2021-10-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,28,No,,
1545756515,2021-10-17,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,1,No,,
2584847515,2021-10-18,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,,,Hombre,83,No,,
3555756515,2021-10-18,Trata,Explotación laboral,Victima directa,,,,Hombre,36,No,,
3555756515,2021-10-18,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,
1594847515,2021-10-19,Trata,Explotación laboral,Acusado,,,,Hombre,42,No,,
1594847515,2021-10-19,Trata,Explotación laboral,Acusado,Bolivia,,,Mujer,0,No,,
4525847515,2021-10-19,Trata,Explotación sexual,Victima directa,,,,,22,No,,
4525847515,2021-10-19,Trata,Explotación sexual,Acusado,,,,Mujer,29,No,,
